claim_id,policy_start_date,claim_date,city,policy_type,sales_channel,vehicle_type,customer_age,annual_premium,claim_amount,past_claims_count,days_since_policy_start,documents_submitted,is_fraud,policy_tenure_days,claim_ratio,risk_score
CL224374,2024-10-01,2025-03-31,Kolkata,Home,Partner,Unknown,29.0,9763.0,42121.0,1.0,800.0,1.0,1,181.0,4.314350097306156,802.0
CL118139,2024-07-21,2024-10-01,Hyderabad,Travel,Partner,Unknown,43.0,7699.0,98929.0,2.0,0.0,1.0,0,72.0,12.849590855955318,3.0
CL165366,2024-09-11,2024-12-08,Bengaluru,Home,App,Unknown,49.0,12299.0,18745.0,0.0,189.0,1.0,1,88.0,1.524107651028539,190.0
CL106824,2024-10-01,2024-12-07,Jaipur,Travel,App,Unknown,24.0,11332.0,41112.0,0.0,119.0,2.0,1,67.0,3.627956230144723,121.0
CL134147,2025-03-07,2025-05-08,Chennai,Motor,App,Unknown,53.0,11076.0,115454.0,1.0,137.0,2.0,1,62.0,10.423799205489347,140.0
CL132002,2024-05-13,2024-09-11,Ahmedabad,Home,Website,Unknown,38.0,8940.0,51242.0,0.0,191.0,0.0,1,121.0,5.731767337807606,191.0
CL201684,2023-08-07,2024-10-01,Kolkata,Motor,App,Unknown,42.0,9853.0,0.0,1.0,22.0,2.0,0,421.0,0.0,25.0
CL247251,2025-07-29,2025-09-09,Ahmedabad,Health,Website,Unknown,95.0,0.0,59007.0,1.0,139.0,4.0,1,42.0,5.150936649828692,144.0
CL249958,2024-10-01,2025-01-04,Ahmedabad,Health,Website,Unknown,33.0,13066.0,64477.0,3.0,107.0,2.0,1,95.0,4.934716056941681,112.0
CL248540,2025-03-04,2025-11-19,Bengaluru,Motor,Agent,Bike,28.0,6286.0,41200.0,2.0,33.0,2.0,1,260.0,6.55424753420299,37.0
CL279597,2023-12-10,2025-08-31,Hyderabad,Travel,Partner,Unknown,29.0,1164.0,34384.0,0.0,250.0,6.0,1,630.0,29.539518900343644,256.0
CL106558,2024-10-01,2025-01-18,Ahmedabad,Travel,Agent,Unknown,44.0,6051.0,52325.0,2.0,119.0,3.0,0,109.0,8.64733101966617,124.0
CL017268,2023-09-01,2025-05-08,Hyderabad,Motor,Website,Car,51.0,8646.0,37553.0,2.0,124.0,1.0,1,615.0,4.343395789960676,127.0
CL166084,2024-09-17,2024-10-01,Jaipur,Motor,Agent,Car,29.0,7610.0,79790.0,2.0,178.0,3.0,1,14.0,10.484888304862023,183.0
CL032478,2024-10-01,2025-03-17,Ahmedabad,Home,App,Unknown,35.0,13729.0,32627.0,2.0,126.0,1.0,1,167.0,2.3765022944132856,129.0
CL260510,2023-12-16,2025-02-06,Jaipur,Health,Agent,Unknown,36.0,1449.0,60969.0,0.0,14.0,4.0,0,418.0,42.076604554865426,18.0
CL128694,2024-10-01,2025-05-31,Kolkata,Health,Partner,Unknown,18.0,10336.0,41030.0,4.0,116.0,4.0,1,242.0,3.9696207430340555,124.0
CL154802,2024-02-11,2024-06-01,Mumbai,Health,App,Unknown,20.0,5833.0,23496.0,2.0,129.0,4.0,0,111.0,4.028115892336705,135.0
CL290965,2024-10-01,2025-08-04,Bengaluru,Travel,Website,Unknown,32.0,13990.0,50299.0,0.0,265.0,3.0,1,307.0,3.595353824160114,268.0
CL228436,2024-08-14,2024-10-01,Ahmedabad,Home,Partner,Unknown,44.0,20037.0,55083.0,1.0,219.0,2.0,1,48.0,2.7490642311723312,222.0
CL113881,2025-01-09,2025-09-04,Pune,Health,Agent,Unknown,18.0,12134.0,23533.0,0.0,147.0,2.0,1,238.0,1.9394264051425747,149.0
CL294532,2024-09-17,2024-10-01,Kolkata,Travel,App,Unknown,41.0,9489.0,81476.0,0.0,90.0,2.0,1,14.0,8.586363157340077,92.0
CL044490,2023-12-18,2024-10-01,Ahmedabad,Motor,Website,Bike,50.0,10862.0,5886.0,1.0,145.0,2.0,0,288.0,0.5418891548517768,148.0
CL047761,2024-04-18,2024-10-01,Bengaluru,Health,Partner,Unknown,32.0,14092.0,48263.0,2.0,275.0,4.0,1,166.0,3.4248509792790234,281.0
CL197685,2023-07-25,2025-12-02,Kolkata,Motor,App,Unknown,24.0,8833.0,58707.0,1.0,216.0,5.0,1,861.0,6.646326276463263,222.0
CL128655,2023-09-15,2024-10-01,Mumbai,Home,App,Unknown,25.0,13877.0,41762.0,3.0,172.0,2.0,1,382.0,3.009440080709087,177.0
CL035391,2024-10-01,2025-11-11,Pune,Home,Agent,Unknown,18.0,9219.0,49949.0,0.0,82.0,3.0,1,406.0,5.418049680008678,85.0
CL048050,2024-10-01,2025-02-28,Jaipur,Travel,App,Unknown,45.0,8683.0,77169.0,1.0,72.0,4.0,1,150.0,8.887366117701255,77.0
CL076753,2023-10-01,2024-10-01,Hyderabad,Travel,Partner,Unknown,44.0,7747.0,27103.0,0.0,272.0,4.0,1,366.0,3.498515554408158,276.0
CL092100,2024-09-01,2025-08-06,Pune,Home,App,Unknown,23.0,9121.0,54564.0,3.0,196.0,0.0,1,339.0,5.982238789606403,199.0
CL021514,2024-10-01,2025-02-16,Chennai,Motor,Website,Unknown,51.0,11894.0,69744.0,2.0,132.0,3.0,1,138.0,5.863796872372625,137.0
CL029935,2024-03-05,2025-05-16,Ahmedabad,Travel,Website,Unknown,33.0,9586.0,111377.0,2.0,76.0,4.0,1,437.0,11.61871479240559,82.0
CL220449,2024-10-01,2025-07-17,Hyderabad,Motor,App,Bike,35.0,10150.0,57453.0,3.0,114.0,4.0,1,289.0,5.660394088669951,121.0
CL001570,2024-03-03,2025-04-07,Ahmedabad,Home,Website,Unknown,38.0,3445.0,60461.0,1.0,80.0,6.0,1,400.0,17.550362844702466,87.0
CL190333,2024-10-01,2025-08-26,Hyderabad,Motor,App,Bike,26.0,10424.0,77024.0,1.0,140.0,3.0,1,329.0,7.389102072141212,144.0
CL262087,2023-06-11,2024-10-01,Delhi,Motor,Partner,Bike,32.0,7011.0,62347.0,1.0,0.0,2.0,0,478.0,8.89273998003138,3.0
CL208747,2024-08-25,2024-10-01,Hyderabad,Motor,Website,Bike,40.0,11823.0,32819.0,2.0,71.0,4.0,1,37.0,2.7758606106741097,77.0
CL219511,2024-10-01,2025-04-23,Kolkata,Motor,Partner,Unknown,27.0,7131.0,57409.0,0.0,198.0,2.0,1,204.0,8.050624035899594,200.0
CL141939,2023-08-31,2024-10-01,Kolkata,Motor,Website,Bike,22.0,7675.0,14318.0,2.0,161.0,8.0,1,397.0,1.8655374592833875,171.0
CL104133,2024-10-25,2025-07-01,Bengaluru,Motor,Partner,Bike,45.0,13980.0,12134.0,0.0,103.0,1.0,1,249.0,0.8679542203147353,104.0
CL172389,2024-04-16,2025-07-06,Jaipur,Motor,Website,Bike,30.0,10389.0,42697.0,0.0,300.0,6.0,1,446.0,4.1098277023775145,306.0
CL138373,2024-06-24,2024-10-01,Hyderabad,Motor,Agent,Bike,28.0,11912.0,71453.0,0.0,79.0,3.0,1,99.0,5.998404969778375,82.0
CL096856,2024-10-01,2025-02-02,Pune,Travel,Partner,Unknown,32.0,4955.0,40047.0,0.0,51.0,2.0,1,124.0,8.082139253279516,53.0
CL232113,2024-03-04,2025-08-12,Delhi,Health,Website,Unknown,23.0,1976.0,300000.0,1.0,35.0,1.0,1,526.0,151.82186234817814,37.0
CL120459,2024-07-03,2024-10-01,Jaipur,Motor,Website,Unknown,25.0,15297.0,81944.0,0.0,0.0,6.0,0,90.0,5.356867359612996,6.0
CL228137,2023-08-26,2025-02-02,Bengaluru,Travel,Website,Unknown,43.0,5029.0,24975.0,1.0,155.0,4.0,1,526.0,4.966196062835554,160.0
CL299635,2024-09-17,2024-10-01,Hyderabad,Motor,App,Car,45.0,11929.0,41058.0,1.0,29.0,0.0,1,14.0,3.4418643641545814,30.0
CL247516,2024-10-01,2025-04-16,Jaipur,Motor,Website,Bike,38.0,9454.0,5654.0,2.0,0.0,6.0,0,197.0,0.5980537338692616,8.0
CL225248,2023-12-07,2024-01-07,Chennai,Travel,Agent,Unknown,26.0,17591.0,122236.0,2.0,41.0,2.0,0,31.0,6.948780626456711,45.0
CL183459,2023-10-10,2024-10-01,Pune,Motor,App,Car,29.0,9386.0,39760.0,2.0,127.0,8.0,1,357.0,4.23609631365864,137.0
CL118941,2024-10-01,2024-10-16,Ahmedabad,Health,Partner,Unknown,55.0,2866.0,62688.0,0.0,92.0,3.0,0,15.0,21.872993719469644,95.0
CL239749,2024-07-08,2024-08-09,Bengaluru,Health,Agent,Unknown,26.0,8005.0,78144.0,0.0,272.0,6.0,1,32.0,9.761898813241723,278.0
CL099247,2024-10-01,2025-12-09,Hyderabad,Home,Website,Unknown,44.0,6858.0,65532.0,3.0,44.0,1.0,0,434.0,9.555555555555555,48.0
CL258652,2024-09-16,2024-10-01,Ahmedabad,Health,Website,Unknown,54.0,5107.0,41273.0,2.0,283.0,2.0,1,15.0,8.081652633640102,287.0
CL015616,2024-04-12,2025-07-07,Jaipur,Home,Agent,Unknown,31.0,18589.0,56783.0,1.0,0.0,4.0,0,451.0,3.054655979342622,5.0
CL031195,2024-10-01,2025-08-14,Pune,Motor,App,Bike,48.0,2488.0,97359.0,2.0,29.0,2.0,0,317.0,39.1314308681672,33.0
CL278532,2025-05-21,2025-08-07,Delhi,Travel,App,Unknown,45.0,8824.0,91952.0,3.0,0.0,7.0,0,78.0,10.42067089755213,10.0
CL199117,2024-10-01,2025-06-05,Delhi,Motor,Partner,Car,56.0,3851.0,64449.0,0.0,53.0,3.0,1,247.0,16.735653077122826,56.0
CL078812,2024-02-17,2025-09-11,Hyderabad,Home,Website,Unknown,37.0,8989.0,89755.0,0.0,272.0,5.0,1,572.0,9.984981644231839,277.0
CL147945,2023-07-17,2024-10-01,Chennai,Travel,Partner,Unknown,46.0,10539.0,45486.0,0.0,107.0,3.0,1,442.0,4.315969257045261,110.0
CL227703,2023-10-19,2024-10-01,Delhi,Travel,Agent,Unknown,35.0,10189.0,42648.0,1.0,205.0,4.0,1,348.0,4.185690450485818,210.0
CL258851,2024-04-11,2024-10-01,Hyderabad,Home,Partner,Unknown,50.0,11167.0,44271.0,0.0,243.0,1.0,1,173.0,3.9644488224232113,244.0
CL229224,2024-10-01,2024-12-16,Kolkata,Motor,Agent,Unknown,45.0,4585.0,13881.0,2.0,48.0,2.0,0,76.0,3.0274809160305343,52.0
CL222501,2023-11-07,2024-08-07,Bengaluru,Health,Agent,Unknown,52.0,13516.0,71688.0,0.0,165.0,1.0,1,274.0,5.30393607576206,166.0
CL167520,2024-09-03,2024-10-01,Chennai,Travel,Website,Unknown,56.0,10647.0,654.0,1.0,276.0,5.0,1,28.0,0.06142575373344604,282.0
CL192521,2023-05-10,2024-11-23,Hyderabad,Motor,App,Car,47.0,8082.0,65998.0,3.0,91.0,4.0,1,563.0,8.166048007918832,98.0
CL140858,2024-03-30,2024-10-01,Jaipur,Motor,Agent,Car,38.0,1827.0,63147.0,1.0,179.0,4.0,1,185.0,34.5632183908046,184.0
CL224823,2024-10-01,2025-01-04,Pune,Home,Partner,Unknown,38.0,9319.0,56551.0,1.0,128.0,0.0,1,95.0,6.068354973709625,129.0
CL269675,2024-03-02,2024-10-01,Mumbai,Home,Website,Unknown,37.0,5678.0,94771.0,1.0,147.0,7.0,1,213.0,16.690912293060936,155.0
CL294861,2024-08-08,2025-08-28,Hyderabad,Motor,Website,Unknown,50.0,14277.0,37634.0,2.0,31.0,1.0,1,385.0,2.635987952651117,34.0
CL265312,2024-10-01,2025-04-14,Pune,Travel,Partner,Unknown,40.0,4047.0,41498.0,1.0,324.0,5.0,1,195.0,10.254015319990117,330.0
CL191316,2024-05-08,2024-10-01,Bengaluru,Motor,Partner,Car,18.0,16211.0,72097.0,1.0,142.0,1.0,1,146.0,4.44741225094072,144.0
CL161760,2024-04-04,2024-10-01,Pune,Health,Website,Unknown,48.0,10288.0,68303.0,0.0,190.0,4.0,1,180.0,6.639094090202177,194.0
CL111582,2024-10-01,2025-07-20,Jaipur,Home,Website,Unknown,24.0,5507.0,52777.0,2.0,122.0,2.0,1,292.0,9.583620846195751,126.0
CL178057,2023-04-10,2023-12-22,Chennai,Motor,Website,Bike,40.0,11581.0,30538.0,0.0,106.0,2.0,0,256.0,2.6369052758829117,108.0
CL279696,2024-01-18,2024-10-01,Chennai,Health,Partner,Unknown,18.0,10384.0,65376.0,0.0,146.0,0.0,1,257.0,6.295839753466872,146.0
CL287166,2024-07-21,2025-05-06,Mumbai,Home,Website,Unknown,55.0,13724.0,23271.0,1.0,218.0,1.0,1,289.0,1.6956426697755755,220.0
CL053963,2024-02-04,2024-08-14,Jaipur,Motor,App,Bike,32.0,10166.0,55024.0,2.0,25.0,5.0,0,192.0,5.412551642730671,32.0
CL114851,2024-09-13,2024-10-01,Ahmedabad,Travel,App,Unknown,49.0,10085.0,46413.0,1.0,85.0,2.0,1,18.0,4.602181457610312,88.0
CL200391,2023-06-29,2024-10-05,Chennai,Health,Partner,Unknown,28.0,13210.0,16813.0,1.0,135.0,4.0,0,464.0,1.2727479182437547,140.0
CL194109,2023-07-14,2024-10-01,Mumbai,Travel,Partner,Unknown,33.0,17008.0,70635.0,2.0,73.0,1.0,0,445.0,4.153045625587959,76.0
CL138876,2024-10-01,2025-08-22,Hyderabad,Motor,App,Unknown,38.0,15625.0,3579.0,1.0,119.0,4.0,1,325.0,0.229056,124.0
CL022651,2023-02-06,2025-07-08,Bengaluru,Travel,Website,Unknown,18.0,12585.0,64602.0,1.0,32.0,5.0,0,883.0,5.133253873659118,38.0
CL091802,2024-02-14,2024-10-01,Hyderabad,Motor,Partner,Bike,48.0,15618.0,0.0,7.0,42.0,3.0,1,230.0,0.0,52.0
CL082742,2024-10-01,2025-10-01,Pune,Travel,Agent,Unknown,62.0,11700.0,0.0,4.0,32.0,4.0,0,365.0,0.0,40.0
CL287617,2024-12-02,2025-12-12,Bengaluru,Health,Partner,Unknown,48.0,9610.0,23580.0,0.0,115.0,4.0,1,375.0,2.45369406867846,119.0
CL221601,2024-02-21,2024-10-01,Bengaluru,Health,Website,Unknown,32.0,8307.0,2362.0,1.0,28.0,3.0,0,223.0,0.28433850969062235,32.0
CL278077,2024-09-04,2025-03-25,Mumbai,Motor,App,Car,42.0,12976.0,33127.0,1.0,73.0,5.0,0,202.0,2.5529438964241677,79.0
CL024726,2023-10-28,2024-10-01,Kolkata,Home,Agent,Unknown,18.0,13160.0,0.0,3.0,47.0,2.0,0,339.0,0.0,52.0
CL236261,2024-07-14,2024-10-01,Jaipur,Health,Agent,Unknown,54.0,10408.0,47584.0,0.0,167.0,4.0,1,79.0,4.5718677940046115,171.0
CL198090,2023-11-08,2024-11-09,Delhi,Travel,Partner,Unknown,51.0,6818.0,0.0,1.0,225.0,4.0,1,367.0,0.0,230.0
CL060086,2024-10-01,2025-10-09,Jaipur,Travel,Partner,Unknown,31.0,7321.0,44755.0,1.0,201.0,3.0,1,373.0,6.113235896735419,205.0
CL076633,2024-10-01,2025-07-18,Hyderabad,Motor,Partner,Car,28.0,8706.0,26055.0,1.0,96.0,3.0,1,290.0,2.99276361130255,100.0
CL201510,2024-04-10,2025-12-13,Bengaluru,Home,Agent,Unknown,38.0,5228.0,49861.0,2.0,181.0,5.0,1,612.0,9.537299158377964,188.0
CL111505,2025-03-15,2025-07-03,Hyderabad,Home,Agent,Unknown,32.0,9587.0,66250.0,2.0,5.0,5.0,0,110.0,6.910399499321999,12.0
CL028980,2023-03-09,2023-11-21,Chennai,Health,Partner,Unknown,26.0,60000.0,27091.0,0.0,0.0,4.0,1,257.0,0.4515166666666667,4.0
CL073619,2024-04-08,2024-10-01,Delhi,Home,Website,Unknown,25.0,5749.0,66602.0,2.0,14.0,5.0,1,176.0,11.58497129935641,21.0
CL212044,2024-09-17,2024-10-01,Mumbai,Motor,Partner,Bike,38.0,8322.0,36668.0,1.0,0.0,2.0,0,14.0,4.406152367219418,3.0
CL262670,2023-06-11,2024-10-01,Kolkata,Travel,Website,Unknown,21.0,6400.0,55802.0,1.0,242.0,4.0,1,478.0,8.7190625,247.0
CL138574,2023-07-22,2024-12-02,Kolkata,Health,Website,Unknown,24.0,8903.0,20988.0,4.0,115.0,4.0,1,499.0,2.3574076154105357,123.0
CL273190,2024-10-01,2025-08-26,Mumbai,Home,App,Unknown,49.0,10249.0,40144.0,0.0,94.0,1.0,0,329.0,3.9168699385305885,95.0
CL013088,2024-10-01,2024-10-07,Jaipur,Health,Website,Unknown,31.0,3825.0,84816.0,1.0,200.0,1.0,1,6.0,22.174117647058825,202.0
CL027166,2024-10-01,2025-06-20,Kolkata,Health,App,Unknown,43.0,9293.0,58301.0,1.0,0.0,1.0,0,262.0,6.273646830948025,2.0
CL226148,2024-01-05,2024-10-01,Delhi,Health,Partner,Unknown,39.0,6532.0,66085.0,2.0,47.0,5.0,0,270.0,10.117115737905696,54.0
CL164460,2024-10-01,2025-05-22,Ahmedabad,Home,App,Unknown,41.0,6848.0,62837.0,2.0,0.0,5.0,0,233.0,9.17596378504673,7.0
CL113439,2023-04-12,2025-02-08,Kolkata,Travel,App,Unknown,34.0,9829.0,88353.0,3.0,229.0,0.0,1,668.0,8.989012107030216,232.0
CL222472,2024-10-01,2025-12-10,Bengaluru,Home,Agent,Unknown,59.0,15828.0,300000.0,1.0,0.0,4.0,0,435.0,18.953752843062926,5.0
CL092659,2024-10-01,2025-03-05,Hyderabad,Travel,Agent,Unknown,52.0,5735.0,0.0,0.0,21.0,5.0,0,155.0,0.0,26.0
CL261169,2024-10-01,2024-11-04,Delhi,Home,App,Unknown,32.0,13874.0,40537.0,2.0,140.0,8.0,1,34.0,2.9217961654894045,150.0
CL096340,2024-10-01,2025-10-19,Pune,Motor,Agent,Unknown,95.0,6253.0,38059.0,0.0,151.0,6.0,0,383.0,6.086518471133855,157.0
CL056988,2024-10-01,2025-08-21,Kolkata,Travel,Agent,Unknown,29.0,119.0,29115.0,0.0,144.0,0.0,1,324.0,244.6638655462185,144.0
CL238205,2023-07-18,2024-10-01,Bengaluru,Home,App,Unknown,37.0,3466.0,88255.0,3.0,119.0,2.0,1,441.0,25.463069821119447,124.0
CL284942,2024-10-01,2025-05-11,Ahmedabad,Health,App,Unknown,25.0,12182.0,50428.0,1.0,0.0,4.0,0,222.0,4.139550155967822,5.0
CL143807,2024-10-01,2025-05-24,Bengaluru,Home,Partner,Unknown,31.0,12484.0,72842.0,1.0,69.0,3.0,0,235.0,5.834828580583147,73.0
CL103903,2024-09-17,2025-02-03,Jaipur,Travel,App,Unknown,43.0,5560.0,54081.0,1.0,119.0,5.0,1,139.0,9.72679856115108,125.0
CL230482,2024-01-31,2024-10-01,Ahmedabad,Motor,Website,Unknown,29.0,10524.0,61323.0,0.0,214.0,2.0,1,244.0,5.8269669327252,216.0
CL046457,2023-10-12,2025-01-25,Ahmedabad,Motor,Partner,Car,31.0,10498.0,78358.0,3.0,172.0,1.0,1,471.0,7.464088397790055,176.0
CL126636,2023-09-19,2025-05-03,Pune,Health,Agent,Unknown,30.0,7468.0,33683.0,12.0,218.0,1.0,1,592.0,4.510310658810926,231.0
CL069354,2024-10-01,2025-05-14,Mumbai,Home,Partner,Unknown,43.0,11606.0,50512.0,3.0,143.0,3.0,1,225.0,4.352231604342581,149.0
CL137878,2023-06-28,2024-10-01,Hyderabad,Motor,Website,Car,35.0,2129.0,74673.0,5.0,60.0,2.0,1,461.0,35.07421324565524,67.0
CL111504,2023-09-12,2025-07-03,Bengaluru,Health,Agent,Unknown,44.0,4413.0,43056.0,1.0,83.0,1.0,0,660.0,9.756628144119647,85.0
CL228710,2024-10-01,2024-11-11,Jaipur,Home,Agent,Unknown,45.0,16164.0,102398.0,0.0,0.0,3.0,0,41.0,6.334941846077704,3.0
CL144054,2024-05-18,2024-06-09,Delhi,Motor,Website,Unknown,47.0,13318.0,39411.0,0.0,140.0,2.0,1,22.0,2.9592281123291784,142.0
CL127358,2024-02-14,2025-09-10,Bengaluru,Travel,Website,Unknown,18.0,10973.0,102115.0,0.0,105.0,3.0,1,574.0,9.306023876788482,108.0
CL049525,2024-09-17,2024-10-01,Kolkata,Health,Partner,Unknown,29.0,18408.0,33905.0,0.0,150.0,2.0,1,14.0,1.8418622338113864,152.0
CL030646,2024-09-17,2025-12-06,Jaipur,Health,Website,Unknown,54.0,8652.0,30106.0,0.0,281.0,1.0,1,445.0,3.479657882570504,282.0
CL008519,2024-06-07,2024-10-01,Ahmedabad,Health,Website,Unknown,30.0,12899.0,49657.0,1.0,95.0,0.0,1,116.0,3.849678269633305,96.0
CL132721,2025-02-05,2025-08-03,Chennai,Health,Agent,Unknown,35.0,10445.0,300000.0,0.0,204.0,2.0,1,179.0,28.721876495931067,206.0
CL093102,2024-06-10,2024-10-01,Chennai,Home,App,Unknown,28.0,4005.0,15253.0,0.0,15.0,4.0,0,113.0,3.808489388264669,19.0
CL105618,2024-09-17,2024-10-01,Ahmedabad,Home,App,Unknown,43.0,12326.0,68097.0,0.0,197.0,4.0,1,14.0,5.524663313321434,201.0
CL094128,2023-11-06,2024-09-17,Delhi,Home,Website,Unknown,32.0,9316.0,300000.0,2.0,183.0,2.0,1,316.0,32.2026620867325,187.0
CL083694,2024-10-01,2025-07-03,Mumbai,Health,Website,Unknown,55.0,13485.0,48590.0,0.0,109.0,3.0,1,275.0,3.6032628846866888,112.0
CL068029,2024-10-01,2025-03-25,Ahmedabad,Health,App,Unknown,27.0,7891.0,77254.0,0.0,21.0,5.0,1,175.0,9.790140666582182,26.0
CL082841,2024-06-27,2024-10-01,Chennai,Travel,App,Unknown,24.0,3646.0,53141.0,3.0,151.0,8.0,1,96.0,14.575150850246846,162.0
CL187839,2023-11-26,2024-10-01,Bengaluru,Health,Agent,Unknown,36.0,4554.0,72051.0,1.0,232.0,3.0,1,310.0,15.821475625823451,236.0
CL143098,2023-08-06,2025-11-08,Delhi,Travel,App,Unknown,28.0,9373.0,1209.0,1.0,245.0,1.0,1,825.0,0.1289875173370319,247.0
CL045588,2024-07-24,2025-09-08,Chennai,Home,Agent,Unknown,46.0,4600.0,85025.0,0.0,82.0,4.0,1,411.0,18.483695652173914,86.0
CL023022,2023-07-16,2024-10-01,Delhi,Travel,App,Unknown,38.0,4020.0,47577.0,1.0,179.0,1.0,1,443.0,11.835074626865671,181.0
CL245640,2024-10-01,2025-04-14,Bengaluru,Travel,Agent,Unknown,47.0,8940.0,41932.0,1.0,84.0,3.0,0,195.0,4.690380313199105,88.0
CL239648,2023-08-07,2025-06-27,Ahmedabad,Travel,Partner,Unknown,36.0,3980.0,87655.0,1.0,97.0,2.0,1,690.0,22.02386934673367,100.0
CL170947,2023-11-16,2025-08-10,Chennai,Home,Partner,Unknown,33.0,5024.0,45604.0,2.0,84.0,3.0,1,633.0,9.077229299363058,89.0
CL030814,2024-04-09,2024-05-13,Hyderabad,Home,App,Unknown,27.0,11730.0,69962.0,1.0,117.0,2.0,1,34.0,5.9643648763853365,120.0
CL297116,2024-02-10,2024-10-01,Pune,Home,App,Unknown,27.0,8603.0,78869.0,0.0,328.0,1.0,1,234.0,9.167615947925142,329.0
CL028347,2024-10-01,2024-10-15,Ahmedabad,Health,App,Unknown,35.0,7858.0,31452.0,0.0,58.0,1.0,1,14.0,4.002545176889794,59.0
CL030328,2024-03-14,2024-10-01,Jaipur,Health,Website,Unknown,49.0,6890.0,8461.0,0.0,106.0,2.0,1,201.0,1.2280116110304788,108.0
CL112770,2024-09-22,2024-10-01,Jaipur,Motor,Agent,Bike,44.0,4403.0,71367.0,2.0,60.0,3.0,1,9.0,16.208721326368384,65.0
CL054031,2024-05-28,2024-10-01,Delhi,Travel,Partner,Unknown,42.0,3392.0,0.0,1.0,0.0,6.0,0,126.0,0.0,7.0
CL155032,2024-05-17,2024-10-01,Hyderabad,Motor,Agent,Unknown,56.0,5278.0,46552.0,3.0,23.0,3.0,0,137.0,8.820007578628267,29.0
CL032334,2024-10-01,2024-12-14,Ahmedabad,Home,App,Unknown,42.0,7330.0,54413.0,0.0,0.0,5.0,0,74.0,7.423328785811733,5.0
CL141795,2024-10-01,2025-05-08,Ahmedabad,Home,App,Unknown,37.0,8940.0,37938.0,0.0,157.0,3.0,0,219.0,4.243624161073826,160.0
CL167704,2025-08-04,2025-08-31,Chennai,Travel,Website,Unknown,53.0,5829.0,45865.0,0.0,252.0,3.0,1,27.0,7.868416537999657,255.0
CL296970,2023-06-07,2024-10-01,Bengaluru,Health,Website,Unknown,38.0,11198.0,37728.0,0.0,99.0,3.0,1,482.0,3.369173066619039,102.0
CL156553,2024-02-08,2024-10-01,Mumbai,Travel,Website,Unknown,26.0,12127.0,36601.0,3.0,50.0,2.0,1,236.0,3.0181413375113384,55.0
CL017626,2024-10-01,2025-11-27,Chennai,Home,App,Unknown,33.0,0.0,59039.0,2.0,106.0,6.0,1,422.0,5.150936649828692,114.0
CL197427,2023-07-09,2024-10-01,Jaipur,Motor,App,Car,35.0,5197.0,66915.0,0.0,74.0,2.0,0,450.0,12.87569751779873,76.0
CL154749,2024-09-11,2024-10-01,Ahmedabad,Home,Partner,Unknown,37.0,8138.0,57362.0,1.0,209.0,15.0,1,20.0,7.048660604571148,225.0
CL038571,2024-05-03,2024-06-07,Chennai,Travel,Website,Unknown,37.0,8940.0,37978.0,0.0,264.0,4.0,1,35.0,4.248098434004474,268.0
CL110381,2024-07-05,2024-12-12,Chennai,Travel,Partner,Unknown,42.0,13873.0,300000.0,1.0,135.0,2.0,1,160.0,21.62473870107403,138.0
CL076076,2024-05-29,2024-10-01,Bengaluru,Health,Partner,Unknown,52.0,4656.0,33596.0,1.0,9.0,3.0,0,125.0,7.215635738831615,13.0
CL150415,2024-02-25,2024-10-01,Hyderabad,Health,Website,Unknown,38.0,15167.0,75052.0,1.0,64.0,0.0,1,219.0,4.948374760994263,65.0
CL163065,2024-08-25,2024-10-01,Pune,Health,Agent,Unknown,34.0,7372.0,87172.0,2.0,0.0,1.0,0,37.0,11.824742268041238,3.0
CL276685,2024-10-01,2024-12-26,Mumbai,Health,App,Unknown,59.0,10039.0,32640.0,1.0,237.0,1.0,1,86.0,3.251319852574958,239.0
CL009445,2024-05-02,2025-04-18,Jaipur,Home,Partner,Unknown,35.0,15242.0,67676.0,1.0,110.0,2.0,1,351.0,4.440099724445611,113.0
CL123754,2023-07-13,2024-10-01,Ahmedabad,Travel,Website,Unknown,32.0,15596.0,55490.0,1.0,145.0,3.0,1,446.0,3.5579635804052323,149.0
CL154480,2023-09-18,2024-10-01,Kolkata,Home,Website,Unknown,20.0,6825.0,66181.0,1.0,225.0,6.0,1,379.0,9.696849816849817,232.0
CL077702,2024-07-30,2024-10-01,Bengaluru,Home,Partner,Unknown,29.0,11457.0,58065.0,1.0,89.0,2.0,1,63.0,5.0680806493846555,92.0
CL139742,2024-10-01,2024-11-17,Kolkata,Travel,Partner,Unknown,18.0,16247.0,62970.0,1.0,141.0,3.0,1,47.0,3.8757924539915063,145.0
CL254520,2024-09-17,2024-10-01,Jaipur,Home,Agent,Unknown,52.0,5520.0,49224.0,0.0,86.0,2.0,0,14.0,8.917391304347825,88.0
CL002762,2023-10-27,2024-10-01,Jaipur,Travel,App,Unknown,33.0,16560.0,18533.0,1.0,68.0,6.0,0,340.0,1.1191425120772946,75.0
CL261178,2023-09-10,2024-05-22,Jaipur,Motor,Agent,Unknown,33.0,6335.0,96321.0,1.0,151.0,1.0,1,255.0,15.20457774269929,153.0
CL245284,2024-01-01,2024-07-03,Bengaluru,Motor,Website,Bike,28.0,9836.0,39829.0,3.0,0.0,2.0,0,184.0,4.049308662057747,5.0
CL182016,2024-10-01,2025-12-07,Jaipur,Motor,Agent,Unknown,38.0,8791.0,58932.0,0.0,209.0,6.0,1,432.0,6.703674212262541,215.0
